date,Po,P,U,Ff,VV,tavg,tmin,tmax,prcp,wspd
2005/12/16,766,769.8,26.5,1.25,16.75,13.1,7.7,19.2,0,5.4
2005/12/17,766.1,769.9,20,3,17.66666667,15,11.4,20.1,0,14.1
2005/12/18,765.85,769.65,23,1.75,18.25,12.4,8.7,17.7,0,11.3
2005/12/19,763.675,767.575,36,1,15.5,11.9,7,19.3,0,5.2
2005/12/20,763.3,767.1,43.5,1.25,15,13.6,8,21.2,0,7.1
2005/12/21,767.25,771.025,25.5,2.5,15,14.3,12,18.2,0,20.3
2005/12/22,766.875,770.75,22,1.75,17.75,11.4,7.9,17.3,0,11.7
2005/12/23,763.325,767.2,35.5,1,15.75,11.7,6,20.2,0,4.2
2005/12/24,761.75,765.575,53.75,0.25,9,15.1,9.6,22.5,0,4.6
2005/12/25,761.275,765.075,56.75,0.75,5.375,18,15.7,21.4,0,5.3
2005/12/26,761.4666667,765.2,51.66666667,1.666666667,8,18.5,14.2,23.1,0,6.3
2005/12/27,763.175,766.9,64.25,1.75,6.75,15.8,13.4,19.7,0.2,10.4
2005/12/28,763.15,766.925,85.75,1.5,3,13.5,12.7,14.7,1.4,5.3
2005/12/29,762.45,766.25,73.25,1.5,11.75,16.2,12.6,20.9,0,9.8
2005/12/30,761.6,765.35,68.75,1.75,12.25,16.6,14.6,19.2,0,6.8
2005/12/31,761.5,765.2,71,1.5,15,19.3,16.4,25.9,0,8
2006/1/1,761.825,765.525,61.75,1.25,14,19.5,16.7,24.2,0,5.9
2006/1/2,761.225,764.95,65,1,13.5,18.5,13.7,24.4,0,4.7
2006/1/3,759.425,763.175,70.25,1.75,8.5,18.7,16.3,22,0,6.8
2006/1/4,757.475,761.125,73,1.5,7,19.9,17.6,22.8,0,5.9
2006/1/5,762.075,765.825,74,2.75,12.25,13.4,10.7,20.8,1.7,17
2006/1/6,767.3,771.175,60.75,3,20,8.4,7.1,10.7,0,17.9
2006/1/7,766.925,770.825,39.75,2.5,15.75,8.2,5,13.4,0,14
2006/1/8,765.725,769.6,40,1.75,15.25,8.7,7.7,10.2,0,8.4
2006/1/9,763.85,767.725,43,1.25,14,11.1,7.3,16.4,0,7.5
2006/1/10,762.05,765.825,46,1,11,13.7,11.6,17.1,0,2.7
2006/1/11,759.875,763.65,58.5,0.75,7.5,15.5,9.3,22.4,0,2.25
2006/1/12,758.575,762.275,72,1,5,19.3,15.7,25,0,1.8
2006/1/13,757.725,761.425,76.5,0.5,5.375,20.1,15.7,27,0,2.1
2006/1/14,758.3,761.975,76.75,1,5.25,20.2,17.3,24.7,0,2.7
2006/1/15,758.7,762.45,80,1,6.75,18.6,14.4,25.5,0,3.3
2006/1/16,757.75,761.425,80.5,0.5,6.25,19.4,15.8,25.7,0,2.9
2006/1/17,758.075,761.775,79.75,1.75,6.25,20.9,17.7,24.7,0,4.9
2006/1/18,756.15,759.85,79,1.5,7.5,22.1,19.9,25.5,0,7.8
2006/1/19,754.7,758.375,82,1.5,9.25,22.2,21.1,23.9,0,7.4
2006/1/20,758.275,762.05,75.75,2.75,15.5,12.4,10,22.5,1.9,14.6
2006/1/21,761.225,765.075,74.75,2,15.25,9.7,8.3,11.9,4.3,14.3
2006/1/22,761.725,765.525,65.75,1.5,14.75,9.9,9.2,10.8,0,12
2006/1/23,764.5,768.325,57.75,2,16.75,10.9,8.5,15.2,0,15
2006/1/24,764.9,768.775,56.5,2.25,15,11.8,8.8,16.6,0,12.8
2006/1/25,764.7,768.5,53.5,2,16.25,13.9,10.4,20.1,0,12.5
2006/1/26,765.075,768.95,52,2.5,17,13.3,9.5,18.8,0,15.3
2006/1/27,762.1,765.875,50.5,1.5,14,14.6,9,20.1,0,6.5
2006/1/28,760.125,763.925,78.5,1.25,5.5,14.9,12.4,17.3,1.6,3.9
2006/1/29,759.725,763.45,80.25,1,3.625,18.1,14.7,24.2,0,3
2006/1/30,761.05,764.775,81.75,1,6.375,19.6,15.3,26.9,0,3.9
2006/1/31,761.475,765.15,72.75,1.25,8.75,22,17.7,28.4,0,5.7
2006/2/1,761.975,765.675,61.25,1.25,9.25,21.1,17.2,26,0,6.8
2006/2/2,762.95,766.675,65,2,8.75,20.2,16.3,24.6,0,5.7
2006/2/3,764.4,768.15,67.25,1.75,12.75,19.5,15.6,27.1,0,8.9
2006/2/4,767.15,770.95,56.25,1.75,16,15.5,13.5,18.9,0,12.8
2006/2/5,764.8,768.575,59,1.5,14,16.8,13.8,20.2,0,5.7
2006/2/6,761.5,765.225,66.75,1,13,18.9,14.2,25.6,0,5.6
2006/2/7,762.875,766.6,62.75,1.25,15,19.3,15.5,25.7,0,6.9
2006/2/8,765.5333333,769.3,55.33333333,1,13.33333333,19.7,15.1,24.9,0,5.3
2006/2/9,767.1,770.9,59,1.5,10.75,17.2,15.7,21.8,0,11.4
2006/2/10,764.425,768.25,55.5,1.75,11.5,15.7,12.1,21.4,0,8.3
2006/2/11,761.475,765.2,56.75,0.5,10.5,18.5,12.8,25.3,0,5.3
2006/2/12,761.75,765.5,67.25,1.25,5.5,20,16,25.1,0,6.2
2006/2/13,760.9,764.675,58.75,0.75,10.75,18.2,16.3,20.7,0,3.4
2006/2/14,758.25,761.925,70.75,1.5,10,20.4,16.9,24.5,0,6
2006/2/15,756.2,759.825,78.25,1.5,6.25,22.4,19.8,27.7,0,5.6
2006/2/16,758.25,761.925,86.25,1.5,4.75,19.7,16.5,24.3,0,8.6
2006/2/17,763.525,767.275,62.75,2.25,16.75,14.5,13.1,16.8,0,15.3
2006/2/18,763.85,767.65,91.5,2.25,12.25,9.4,8.8,13.3,33.1,9
2006/2/19,762.775,766.625,85.25,1.5,13.75,10.8,8.7,14.2,9.5,8
2006/2/20,762.175,766,76.25,1.5,13.75,13.4,11.1,16.5,0.1,7.2
2006/2/21,759.975,763.675,74,0.75,9.75,18.5,14.6,26.7,0,3.8
2006/2/22,760.05,763.75,72.5,1.75,5.75,21,18.5,27.8,0,10.2
2006/2/23,761.5,765.2,62.75,2,16,16.6,14.8,19.1,0,10.7
2006/2/24,760.95,764.7,63.75,2,16.25,17,14.5,20.7,0,8.4
2006/2/25,758.575,762.325,74.75,1.25,8.75,16.5,14.2,19,1.2,6.9
2006/2/26,758.325,762.075,71,1.75,14.25,18.3,13.8,24.6,0.7,7.8
2006/2/27,759.6,763.325,91,1,7.5,15.5,14.8,21,29.8,6.6
2006/2/28,761.225,765,90.5,2,16.75,10.9,7.5,14.9,24.9,13.7
2006/3/1,764.15,768.05,63.25,2.75,19.75,8.8,6.5,12.9,0.8,16.2
2006/3/2,763.55,767.375,48.5,1.5,19,11.4,8.2,17.7,0,8.4
2006/3/3,761.825,765.6,61.5,1,14.25,13.3,6.4,23,0,4.5
2006/3/4,761.425,765.175,68.75,0.75,14.5,14,10.3,16.7,0,4.2
2006/3/5,760.35,764.125,77.25,1,6,15.9,14.5,17.5,1.1,3.8
2006/3/6,758.75,762.45,88.75,1,2.6,18.4,15.9,24.2,9.3,4.5
2006/3/7,758,761.65,85,1.25,3.375,20.7,17.7,24.1,0,5
2006/3/8,758.825,762.525,77.25,1,6.5,21.6,19.5,25.7,0,3.8
2006/3/9,759.3,762.975,76,1,6.75,22.4,18.9,28.2,0,5.6
2006/3/10,757.9,761.575,72.75,1.5,8,22.2,17.7,28.1,0,5.4
2006/3/11,756.15,759.825,75,1.5,7.75,22.1,19.7,25.2,0,5.3
2006/3/12,756.225,759.925,82,1.5,10.75,19.3,15.3,25.2,1.8,11.6
2006/3/13,764.525,768.325,75.75,2.5,17.25,9.1,6.7,15.3,4.6,15.9
2006/3/14,764.975,768.875,64.75,2.25,17.75,9.6,6.7,12.6,0.1,10.3
2006/3/15,760.825,764.6,69,1.25,12.25,13.4,11.4,15.6,0,4.4
2006/3/16,756.95,760.675,79.75,1,3.25,16.8,13.9,21.4,0,3.2
2006/3/17,755.2,758.9,82,1.25,7.125,21.2,17.7,25.7,0,5.9
2006/3/18,755.775,759.425,78.5,1.25,7.5,24,20.9,28.9,0,6.2
2006/3/19,757.8,761.45,64.25,1.5,12.25,22,19.9,24.7,0,8
2006/3/20,757.975,761.675,83.5,1.25,4.625,18.2,17.6,21.8,3,4.8
2006/3/21,754.975,758.625,86.25,1,2.625,19.8,18,22.4,0,3
2006/3/22,753.45,757.075,91.5,1.5,1.925,21.9,21.1,23.4,9,5.4
2006/3/23,753.275,756.95,92.5,1.5,6.5,19.6,17.6,22.6,26.5,6.9
2006/3/24,756.5,760.275,88.5,1.25,12.25,16.5,15.6,17.7,7.7,6.2
2006/3/25,757.15,760.925,91,0.75,13,16.8,15.5,19,6.7,4.8
2006/3/26,756.2,759.975,93.75,0.75,6.75,17.1,16.5,18.8,18.8,4.2
2006/3/27,755.525,759.3,93,1.25,4.625,16.6,16.1,17.5,4.3,6.6
2006/3/28,757.9,761.575,68.25,1.25,17.5,19,14,27.2,0,8.3
2006/3/29,758.925,762.6,62.75,1.25,14.5,20.5,14.8,27,0,5.3
2006/3/30,758.9,762.5666667,64,1.333333333,10.66666667,22,19.1,26.2,0,4.8
2006/3/31,757.375,761.05,82.75,1,5.25,22,20,24,2.9,4.7
2006/4/1,755.45,759.075,77,1.25,8.75,23.9,21.2,28,0,4.5
2006/4/2,756.15,759.775,85.25,0.5,3.375,24,22.3,27.1,0,4.5
2006/4/3,755.25,758.875,80,2.5,5.3,25.1,22.5,29.5,0,7.7
2006/4/4,754.025,757.625,79,2,12,25.8,23.3,30.1,0,8
2006/4/5,753.5,757.1,81.75,1.5,8.75,26.3,23.4,31,0,5.9
2006/4/6,755.7,759.3,84,1.25,13,24.4,22.5,27.8,5.8,8.4
2006/4/7,758.05,761.75,82.25,1.25,10.25,20.2,18.5,22.8,5.6,6.5
2006/4/8,756.2666667,759.9333333,77,1.666666667,7.333333333,21.6,19,24.7,0,5.1
2006/4/9,754.475,758.1,82.75,1.25,6.75,23.7,21.2,26,1.1,4.7
2006/4/10,751.8,755.375,76.75,1.5,9.75,27.6,23.5,33,0,8.4
2006/4/11,751.725,755.275,76.5,2.75,12,27.6,24.7,31.8,0,10.5
2006/4/12,750.7,754.05,72.75,2.25,20.25,28.3,26.6,31,0,9.9
2006/4/13,756.475,760.15,74.25,2.25,20.5,17.5,15.9,28.2,14.5,16.5
2006/4/14,760.125,763.95,82,2,13.25,13.8,12.9,15.9,0.1,10.7
2006/4/15,760.9,764.675,82,2,14.25,13.4,12,15,0.1,10.2
2006/4/16,759.7,763.425,63.25,1.75,18.75,17.6,11.2,24.1,0,7.4
2006/4/17,758.25,761.925,63,1,15.5,20.7,14.3,26.8,0,4.4
2006/4/18,757.975,761.65,67.25,1.25,8.25,23.4,19.6,28.2,0,3.8
2006/4/19,757.875,761.5,73.25,1.25,6.25,25.1,21.7,29.9,0,4.2
2006/4/20,757,760.6,74.5,1.5,5.5,26,21.1,31.9,0,5.1
2006/4/21,755.2,758.8,71.5,2.5,9.5,25,22.6,30.2,0,8.4
2006/4/22,752.775,756.375,76,1.25,11.75,26.4,23.6,30.4,0,6.8
2006/4/23,753.3,756.9,84.25,1.75,6.75,26.5,24.4,31.2,11,6.5
2006/4/24,754.375,757.975,80.25,2.5,7.25,27,24.3,31.9,1,9.3
2006/4/25,754.275,757.875,80,2.5,11,25.6,24.2,27.9,1,9.6
2006/4/26,752.75,756.35,83.25,1.5,9,26.4,23.5,31.9,62.6,7
2006/4/27,753.25,756.85,86.5,1,5.75,25.7,23.3,29.5,0.6,6.3
2006/4/28,754.35,757.975,84.5,1.5,16.25,23,20.5,26.8,67.2,8.1
2006/4/29,755.25,758.925,77.75,1.25,12.75,22.6,20.1,26.6,0,3.8
2006/4/30,754.6,758.2,75.75,1.25,6.75,25.5,20.9,30.3,0,4.8
2006/5/1,753.375,756.975,76.5,1.75,12,27.9,24.6,32.5,0,8.9
2006/5/2,754.15,757.75,88,1.25,9,24.9,23.9,31.1,12.1,6.3
2006/5/3,756.425,760.1,89.75,1.5,10.5,21.9,20.6,24.1,34.9,5.7
2006/5/4,756.6,760.25,80.5,1.75,10.75,24.5,20.2,28.1,0.1,6.8
2006/5/5,754.9,758.5,85.5,1.5,10,26,24.1,28.8,66.1,8
2006/5/6,753.75,757.325,77.75,1.75,16,27.6,25.2,32.6,0,8.6
2006/5/7,754.05,757.65,77.75,1.5,14.5,27.3,23,33.6,35.3,6.2
2006/5/8,754.55,758.125,74.5,2.25,13.5,28.6,25.5,33.8,0,9.1
2006/5/9,753.75,757.3,69.25,1.5,16.75,29.2,25.6,34,0,7.2
2006/5/10,753.975,757.525,75.5,1.5,12,28.5,23.7,33.7,54.2,6.5
2006/5/11,755.8,759.4,76.5,1.25,10.25,28.4,24.4,33.6,0.1,6.3
2006/5/12,757.05,760.65,67,1.5,13.5,28.3,24.1,32.8,0,6.5
2006/5/13,757.775,761.4,69,2.25,15.75,24.2,20.8,28.8,0,15.6
2006/5/14,758.55,762.25,47.25,3,21.5,23.2,18,28.9,0,18.2
2006/5/15,755.9,759.525,44,1.75,20.75,25.1,19.6,30.9,0,11.1
2006/5/16,754.125,757.725,61,2.25,16.25,23.7,21.4,26.4,0,14
2006/5/17,750.325,753.95,74.75,3.25,18.25,22.1,19.7,23.9,6.4,20.6
2006/5/18,751.6,755.2,63.75,1.75,20.25,24.7,20.7,29.2,0.7,10.6
2006/5/19,753.4,757,58.25,1.25,16.5,25.3,19.2,31.3,0,4.4
2006/5/20,754.55,758.15,66,1.75,14,25.5,22.4,28.6,0.1,6.3
2006/5/21,754.75,758.35,89.25,1.75,6.75,22.2,20.6,25.7,40.8,7.4
2006/5/22,753.25,756.85,90.5,1.25,6,24.6,23.1,26.9,107.4,4.5
2006/5/23,754.35,757.95,90.25,1,13.25,24.5,22.8,27.9,34.5,4.2
2006/5/24,754.15,757.75,86.75,1,5.25,25.8,23.3,29.8,5.8,5.3
2006/5/25,753.9,757.5,75.75,2,14.5,27.7,24.8,32.8,0.4,8.4
2006/5/26,754.35,757.95,82.25,1.25,12.5,27.4,26,31.9,5.8,6.7
2006/5/27,754.15,757.75,91.25,1.5,8.75,24.5,23.7,26.6,95,5.3
2006/5/28,753.2,756.825,87.25,1,10.25,23.8,21.6,27.3,53.4,6
2006/5/29,753.275,756.925,89.5,1.25,10.75,20.4,19.3,22.4,63.2,5.6
2006/5/30,753.575,757.275,90.75,1,5.75,20.8,19.2,22.6,9.5,4.1
2006/5/31,753,756.625,87.5,1,5.875,25,21.8,31.4,13,3.6
2006/6/1,752.275,755.875,87.75,1.25,7.125,26.3,24.7,30,6.6,6
2006/6/2,752.925,756.525,91.75,1,5.25,25.8,24.7,28.5,13.1,6
2006/6/3,752.325,755.925,88.5,1.75,3.25,27,25.3,30.2,19.5,5.9
2006/6/4,751.075,754.65,86,1.75,7.625,27.5,26,30.3,3.5,7.1
2006/6/5,750.325,753.85,80,1.75,18.75,28.5,26,32.6,11.3,8.6
2006/6/6,749.7,753.2,82,1.5,11.75,28.6,24.3,31.8,6.9,8.3
2006/6/7,749.225,752.725,82.25,2,12,28.6,27.3,31.5,0,8.1
2006/6/8,748.35,751.875,88.25,1.5,7.75,27.3,25.2,29.1,15.8,7.1
2006/6/9,747.5,751.075,93,0.75,3.75,24.8,24.4,25.4,70.2,4.1
2006/6/10,749.35,752.95,74.75,1,11.25,25.1,21.3,28.8,2.8,4.1
2006/6/11,751.275,754.875,76.75,1.25,7.75,26.2,22.1,31.2,0,5.3
2006/6/12,751.925,755.525,81,1.5,9.5,23.8,22.5,26.4,3,5.9
2006/6/13,751.275,754.875,85.25,1.5,9.5,26.1,23.5,32.3,25.6,6
2006/6/14,751.275,754.875,90.5,1,11.25,26.2,24,30.4,46.5,6.3
2006/6/15,750.8333333,754.2,90.5,0.75,5.5,25.6,24.1,30.2,12.7,4.8
2006/6/16,750.7,754.3,86,1.25,4.25,28.3,25.9,32.4,0.8,5.6
2006/6/17,752.05,755.625,81,1,11.75,28.8,26.2,32.8,0,6
2006/6/18,753.475,757.025,79.25,0.5,11.5,28.8,26.1,32,0,5.1
2006/6/19,754.075,757.675,83,0.5,12,26.8,25.5,31.2,2.6,4.2
2006/6/20,754.55,758.15,81.75,0.75,9.75,27.3,24.2,32.8,12.2,4.8
2006/6/21,753.95,757.525,74.5,1,9.375,28.8,24.4,34.5,0,4.5
2006/6/22,752.575,756.075,72,1.25,12.25,29.5,25.8,33.4,1.9,5.9
2006/6/23,752.525,756.05,72.75,1.25,14,30.1,25.9,34.4,0.9,5.6
2006/6/24,752.95,756.45,68.5,2,14.25,31,27.4,35.9,0,7.5
2006/6/25,753,756.5,67,1.75,18.75,31.4,27.8,35.9,0,7.2
2006/6/26,752.775,756.325,64,2,16.75,31.6,27.7,36.1,0,6.2
2006/6/27,752.125,755.625,63.25,1.25,16.25,31.4,26.6,35.9,0,6.3
2006/6/28,751.725,755.325,83.75,1.5,16.25,27.6,26.5,32.1,5.9,7.1
2006/6/29,751.35,754.925,76.5,2.75,15.25,28.6,25,32.5,20,11.9
2006/6/30,752.95,756.5,79.75,1.25,15.75,28.3,26.6,32.4,6.5,7.4
2006/7/1,753.3,756.85,68.75,1.5,17.25,30.5,26.9,35.2,0,8.1
2006/7/2,752.9333333,756.4333333,69.66666667,2.333333333,20,29.9,26.8,33.6,0,6.9
2006/7/3,752.025,755.575,69.5,2.5,19,30.4,26.9,34.8,0,9.9
2006/7/4,750.625,754.175,76,1.75,18,29.7,26.7,33.5,16.6,6.8
2006/7/5,750.3,753.825,71.5,2.25,18.75,30.5,27.1,34.8,0.2,8
2006/7/6,748.85,752.425,74.25,1.25,17,30.3,27.9,34.9,33.9,6.3
2006/7/7,747.85,751.375,74.25,1.5,12.25,29.6,28.1,34.4,0.2,7.4
2006/7/8,746.625,750.125,73,1.75,14,30.8,27.8,34.7,0,7.5
2006/7/9,746.125,749.7,74.75,2.25,14.25,30.8,28.9,34.4,0.7,7.4
2006/7/10,747.0333333,750.5666667,73,2.333333333,16.33333333,30.6,29,33.5,0.6,8
2006/7/11,748.225,751.725,78,2.25,14,30.5,28.7,34,3.7,8.3
2006/7/12,748,751.5,72.33333333,1.333333333,10.66666667,31.3,27.8,35.6,0,4.8
2006/7/13,744.75,748.275,69.75,1.25,15.25,31.7,28.5,37.2,0.3,6.6
2006/7/14,742.3,745.775,62.75,1.5,17.75,32.3,28.1,37.5,0,8.7
2006/7/15,743.275,746.75,83,2.75,10.5,29,25.5,34.4,79.4,11.3
2006/7/16,746.1,749.675,89.25,1.75,9.25,26.7,25.9,28.3,20.5,9
2006/7/17,749.4,752.975,84.5,2,13.75,27.7,25.3,30.7,36.4,8.1
2006/7/18,752.8,756.35,76.25,2.25,14.5,29.9,27.7,33.1,2.6,9.8
2006/7/19,753.025,756.575,77.25,1.25,11.75,29.8,26.9,34.7,1.6,4.7
2006/7/20,751.575,755.1,67.75,1.5,13.75,31.3,27.2,35.6,0,5.3
2006/7/21,750.625,754.15,63.5,1.5,15,31.4,27.3,35.6,0,5.9
2006/7/22,750.575,754.075,66.25,1,13,31,26.8,34.5,0,4.4
2006/7/23,749.7,753.25,69.75,1,13.25,31.4,27.5,35.5,0,4.4
2006/7/24,748.3,751.825,66.5,1,10.25,32,28,37.5,0,4.5
2006/7/25,746.525,750,56.75,2.25,10,33.1,29.4,37.3,0,10.4
2006/7/26,746.6,750.125,78.5,1.75,8.75,28.2,25.8,33.7,9.7,9.8
2006/7/27,747.725,751.3,85.75,2.25,10.25,25.7,23.6,27.5,37.6,8.9
2006/7/28,748.9,752.5,83.25,2,15.75,26.7,25,30,5.3,10.5
2006/7/29,752.35,755.95,81.25,3,17,26.2,25.1,29.8,2.2,12
2006/7/30,754.5,758.1,83.25,1,16,26.6,24.4,32.2,12.8,6.6
2006/7/31,753.875,757.425,71.25,1.25,14.25,29.2,25.1,34,0,4.7
2006/8/1,751.425,754.925,66.5,1,16.25,30.6,25,36.6,0,5.1
2006/8/2,749.4,752.9,66.5,1.5,17.75,29.2,26.6,33.2,0,10.2
2006/8/3,747.175,750.75,88.25,3,14.25,25.3,24.4,27.8,58.7,14.6
2006/8/4,749.25,752.85,85,3,14.5,26.5,24.2,28.9,45.1,13.7
2006/8/5,751.85,755.45,82,1.5,15.25,27.2,25.5,31.1,0,8
2006/8/6,751.65,755.25,79.25,1.25,11.75,27.4,25.3,31.6,0.8,5.3
2006/8/7,750.3,753.825,75,1,13.75,28.9,25.9,34.2,0,4.1
2006/8/8,749.5333333,753.15,73.25,1.25,10.25,29.3,26,34.8,15.6,5.7
2006/8/9,748.55,752.125,74.75,1,8.75,29.5,24.7,35.6,2.5,4.2
2006/8/10,747.175,750.675,70.5,1,11.375,30.3,27.1,35.4,0.2,4.7
2006/8/11,748.35,751.925,74.5,1.75,14.25,29,27,31.8,0,6.2
2006/8/12,750.525,754.075,76.25,1.25,13.75,28.9,25.7,34.7,2.7,5.3
2006/8/13,750.375,753.9,67.75,0.75,16.75,30.6,25.2,36.4,0,5
2006/8/14,749.6,753.175,68.75,1.25,11.5,30.5,28.1,33.7,0,5.7
2006/8/15,749.525,753.075,64.5,1,14.5,29.9,25.6,34.1,0,4.8
2006/8/16,749.775,753.3,66.25,1.25,14.25,31.1,26.3,36,0,5.3
2006/8/17,750.075,753.6,63.75,1,14.5,31.9,27.6,36.1,0,5.1
2006/8/18,749.475,752.975,72.25,1.25,9.75,30.6,27.1,37.5,7,6.6
2006/8/19,750.7,754.225,74,1,8.75,29.1,25.7,34.6,4.6,5.7
2006/8/20,749.675,753.225,66.25,1.5,9.25,31.1,27.4,35.8,0,5.4
2006/8/21,750.15,753.65,57.25,1.75,14.5,30,25.8,35.1,0,6.9
2006/8/22,750.4,753.8,67,1,9.5,29.9,26.6,34.2,0,6.3
2006/8/23,750.9,754.2,71,1.25,8.75,29.4,26.1,35.2,9.7,5.1
2006/8/24,750.625,754.15,67.25,2.25,10.75,30.5,26.5,34.9,0,7.5
2006/8/25,751.55,755.1,79.25,2.5,16,28.4,25.4,30.8,34.6,10.8
2006/8/26,752.3,755.9,83.75,1.25,9.25,27.7,26.4,29.5,6.7,8
2006/8/27,752.95,756.55,75,1,7.75,29,25.5,33.9,0,5
2006/8/28,753.325,756.85,77.25,1.25,12.75,28.6,24.4,34.5,35.1,5.6
2006/8/29,754.65,758.225,76,1.75,18.75,28.9,24.8,34.5,0.1,5.7
2006/8/30,754.775,758.325,70,1.25,16.25,30.4,26.3,34.7,0,5.1
2006/8/31,752.525,756.05,63.25,2,17,31,26.8,35.7,0,8.4
2006/9/1,751.05,754.55,65,1.5,15.5,31.1,27.3,36.2,0,8.7
2006/9/2,750.975,754.5,64.5,1.25,14.5,31.8,27.8,36.3,0,5.9
2006/9/3,751.075,754.6,71,1.75,10.75,30.9,28.5,34.4,1.9,7.1
2006/9/4,751.1,754.6,73.5,0.75,8,29.8,27.4,33.1,0,6.5
2006/9/5,751.725,755.275,74.75,1.25,12.25,29.5,27.1,33.8,7.2,8
2006/9/6,752.275,755.85,77.75,0.75,8.375,28.3,25.3,33.1,2.2,6.2
2006/9/7,752.4,755.975,83.75,0.75,6,27.3,25.6,31.4,44.3,5.6
2006/9/8,752.875,756.475,85.5,1.5,5.75,27.3,26.2,31.5,3.3,5.9
2006/9/9,754.425,758.025,82.75,1.75,10,25.7,23.6,27.8,49.3,11.7
2006/9/10,756.525,760.15,67.25,2,15,22.7,19.4,26,0.4,16.5
2006/9/11,754.55,758.2,58.75,3,17.25,24.2,20.3,29.2,0,16.2
2006/9/12,755.025,758.7,79.5,2.5,15.75,21.3,20.2,24,0.9,15.5
2006/9/13,754.975,758.625,85,1.75,16.5,21.8,19.9,22.6,30.1,12.8
2006/9/14,754.875,758.55,89,1.5,14.25,23.2,21.6,25.8,19.9,5.4
2006/9/15,754.275,757.875,78,1.5,13.75,26,22.5,31.5,0,7.2
2006/9/16,754.825,758.425,69.25,2,13.75,26.1,23.1,30.8,0,11.3
2006/9/17,754.8,758.4,60.75,2,14,25.9,21.9,31,0,9.9
2006/9/18,755.4,759,55.25,1,16.25,26,20,32,0,5.4
2006/9/19,756.2,759.8,60.25,1,13.5,26.3,22.3,31.2,0,4.4
2006/9/20,755.65,759.25,68,0.75,6.25,25.5,22.1,31.1,0,4.7
2006/9/21,755.375,758.975,60.5,1.25,11.25,26.6,21.1,32.5,0,5.9
2006/9/22,755.575,759.175,56.5,1.5,14.75,27,21.4,32.5,0,5.7
2006/9/23,755.15,758.75,55,1.5,18.75,28,23.2,33.7,0,5.9
2006/9/24,755.25,758.85,63.25,1.5,15.5,27.6,24.7,31.2,0,5.9
2006/9/25,755.3,758.9,59,2,12.5,28.6,25.4,33.7,0,6.5
2006/9/26,754.125,757.7,61.5,1.25,12.75,28.3,23.6,33.5,0,5.1
2006/9/27,754.5,758.075,64.25,1.25,10.75,28,23.6,33.3,0,5.1
2006/9/28,755.15,758.75,67.5,1.25,7,27.6,23.3,32.5,0,4.4
2006/9/29,754.9,758.475,62.5,1.25,11.25,28.5,23.8,33.9,0,5.6
2006/9/30,754.85,758.4,60,1.25,12.75,29.5,26.8,32.9,0,5.7
2006/10/1,755.175,758.75,66.75,1.5,10.25,27.7,26.2,30.3,0.2,8.6
2006/10/2,755.2,758.8,60.25,1,12.75,27.3,24.4,31.1,0,9.9
2006/10/3,754.925,758.525,57.5,1,14.25,27.5,24,32.5,0,6.3
2006/10/4,754.1,757.7,52.5,1,14.5,27.3,23.5,32.5,0,6.2
2006/10/5,754.475,758.075,50.5,0.75,16,26.9,23.2,32.2,0,5
2006/10/6,755.175,758.775,56.25,0.75,14.25,26.6,21.8,32.4,0,5.6
2006/10/7,755.325,758.925,66.25,1.75,7.25,27.3,24.8,31.1,0,5
2006/10/8,756.625,760.225,67.75,0.75,6,26.9,23.9,30.5,0,4.1
2006/10/9,757.425,761.025,82.75,1.25,3.25,24.4,22.6,26.8,3.3,6
2006/10/10,758.2,761.85,76.25,0.75,5.25,25.5,21.8,30.7,0,3.9
2006/10/11,758.35,761.95,69.75,1.25,7.5,27.4,24,32.6,0,3.8
2006/10/12,759.125,762.725,79,1,6.45,26.2,23.9,31.7,0,3.8
2006/10/13,758.15,761.75,63.5,1,5.5,27.4,24.6,31.5,0,3.8
2006/10/14,757.275,760.875,76.25,1,3.75,27.4,25.2,31.8,28.1,5.4
2006/10/15,756.975,760.6,79.25,1.25,7.25,26.8,22.3,31.1,51.9,4.5
2006/10/16,758.225,761.825,83.75,1.25,7,25,23.5,27.2,2.5,5
2006/10/17,758.375,762.025,74.25,1,7,26.8,24.2,30.7,0,4.5
2006/10/18,758.175,761.775,75,0.75,6.25,26.9,25.2,29.9,0,6.2
2006/10/19,759.1,762.7,78.75,1,7.75,26.2,24.2,29.9,0,4.8
2006/10/20,759.225,762.825,77.5,0.5,4.375,27,23.6,32,0,2.9
2006/10/21,758.8,762.4,76.25,1,3.625,26.8,24.7,30.8,0,4.5
2006/10/22,758.375,761.975,74.25,1,5.75,26.9,23.6,31.6,0,3.9
2006/10/23,758.425,762.025,73.5,1.25,7.25,27.5,24.3,32.8,0,6
2006/10/24,760.05,763.65,69.75,1,9.5,27.2,24.9,30.9,0,5
2006/10/25,760.325,763.925,66.75,1,10.75,27,23,31.4,0,5.9
2006/10/26,760.95,764.6,54,2,12.25,25.7,22.9,29.2,0,10.5
2006/10/27,761.2,764.875,60.25,1.75,10.75,23.6,20.1,28.3,0,10
2006/10/28,759.65,763.325,61.75,1.25,11.25,23.9,19.2,29.5,0,5.7
2006/10/29,758.425,762.05,58.25,1.75,10.5,25,20.9,29.8,0,7.5
2006/10/30,758.2,761.85,54.5,1.25,13,24.8,20.9,30.1,0,7.5
2006/10/31,757.8,761.425,45.75,2,13.25,25,22,29.2,0,13.1
